82,69,16
78,70,16
81,70,16
82,70,16
70,71,16
74,71,16
77,71,16
78,71,16
80,71,16
81,71,16
84,71,16
68,72,16
70,72,16
71,72,17
72,72,17
73,72,16
74,72,17
78,72,17
79,72,16
80,72,16
82,72,16
83,72,16
84,72,18
85,72,16
87,72,16
90,72,16
65,73,17
66,73,16
67,73,17
69,73,17
70,73,16
71,73,16
72,73,16
73,73,17
74,73,16
75,73,17
76,73,18
77,73,17
78,73,17
79,73,17
80,73,16
81,73,17
82,73,18
83,73,17
84,73,17
86,73,16
87,73,16
88,73,16
91,73,16
61,74,17
64,74,16
65,74,16
66,74,16
67,74,17
68,74,17
69,74,17
70,74,17
71,74,17
72,74,17
73,74,16
74,74,18
75,74,20
76,74,19
77,74,17
78,74,18
79,74,16
80,74,17
81,74,17
82,74,17
83,74,16
84,74,16
85,74,17
86,74,17
87,74,17
88,74,16
102,74,16
61,75,18
62,75,17
63,75,16
64,75,18
65,75,18
66,75,17
67,75,18
68,75,19
69,75,19
70,75,19
71,75,20
72,75,19
73,75,19
74,75,20
75,75,20
76,75,18
77,75,19
78,75,17
79,75,17
80,75,20
81,75,17
82,75,17
83,75,17
84,75,17
85,75,19
86,75,18
87,75,16
88,75,17
89,75,17
91,75,16
92,75,16
96,75,16
58,76,16
60,76,16
61,76,18
62,76,19
63,76,18
64,76,20
65,76,19
66,76,20
67,76,20
68,76,20
69,76,20
70,76,21
71,76,21
72,76,20
73,76,22
74,76,22
75,76,20
76,76,20
77,76,20
78,76,18
79,76,19
80,76,20
81,76,19
82,76,19
83,76,19
84,76,19
85,76,19
86,76,17
87,76,19
88,76,19
89,76,17
90,76,16
91,76,17
92,76,17
93,76,17
94,76,17
95,76,16
101,76,16
58,77,16
59,77,18
60,77,18
61,77,20
62,77,20
63,77,22
64,77,22
65,77,22
66,77,22
67,77,21
68,77,22
69,77,22
70,77,22
71,77,22
72,77,24
73,77,21
74,77,24
75,77,23
76,77,20
77,77,22
78,77,21
79,77,21
80,77,22
81,77,21
82,77,19
83,77,20
84,77,18
85,77,18
86,77,18
87,77,19
88,77,19
89,77,19
90,77,19
91,77,17
92,77,18
93,77,17
95,77,16
96,77,18
98,77,16
99,77,17
103,77,16
56,78,16
57,78,18
59,78,17
60,78,19
61,78,19
62,78,23
63,78,24
64,78,23
65,78,23
66,78,25
67,78,25
68,78,24
69,78,24
70,78,24
71,78,24
72,78,25
73,78,25
74,78,25
75,78,25
76,78,25
77,78,24
78,78,23
79,78,22
80,78,21
81,78,20
82,78,19
83,78,21
84,78,20
85,78,19
86,78,19
87,78,19
88,78,18
89,78,19
90,78,19
91,78,20
92,78,19
93,78,17
94,78,18
95,78,18
96,78,17
97,78,18
98,78,17
99,78,18
103,78,16
104,78,16
106,78,16
56,79,17
57,79,18
58,79,18
59,79,19
60,79,21
61,79,23
62,79,24
63,79,24
64,79,26
65,79,28
66,79,28
67,79,28
68,79,28
69,79,28
70,79,29
71,79,28
72,79,26
73,79,26
74,79,25
75,79,25
76,79,25
77,79,23
78,79,25
79,79,24
80,79,24
81,79,21
82,79,23
83,79,22
84,79,22
85,79,21
86,79,22
87,79,20
88,79,19
89,79,20
90,79,20
91,79,20
92,79,21
93,79,19
94,79,18
95,79,17
96,79,18
97,79,18
98,79,18
99,79,17
100,79,16
101,79,16
102,79,17
56,80,17
57,80,18
58,80,21
59,80,21
60,80,23
61,80,24
62,80,26
63,80,28
64,80,30
65,80,32
66,80,34
67,80,35
68,80,34
69,80,35
70,80,34
71,80,32
72,80,30
73,80,30
74,80,30
75,80,30
76,80,27
77,80,27
78,80,25
79,80,27
80,80,25
81,80,24
82,80,23
83,80,22
84,80,21
85,80,20
86,80,24
87,80,22
88,80,21
89,80,23
90,80,21
91,80,20
92,80,20
93,80,20
94,80,21
95,80,20
96,80,19
97,80,19
98,80,19
99,80,17
100,80,16
101,80,17
103,80,16
104,80,16
105,80,16
106,80,17
53,81,18
55,81,16
56,81,17
57,81,19
58,81,20
59,81,23
60,81,24
61,81,28
62,81,31
63,81,36
64,81,37
65,81,38
66,81,41
67,81,41
68,81,39
69,81,43
70,81,39
71,81,40
72,81,38
73,81,37
74,81,36
75,81,35
76,81,31
77,81,31
78,81,29
79,81,28
80,81,29
81,81,25
82,81,25
83,81,24
84,81,24
85,81,23
86,81,23
87,81,22
88,81,21
89,81,22
90,81,20
91,81,22
92,81,20
93,81,21
94,81,20
95,81,19
96,81,19
97,81,20
98,81,18
99,81,18
100,81,18
101,81,18
102,81,18
103,81,17
104,81,18
106,81,16
107,81,16
108,81,17
109,81,16
110,81,16
53,82,16
55,82,17
56,82,18
57,82,21
58,82,23
59,82,24
60,82,29
61,82,36
62,82,39
63,82,44
64,82,48
65,82,51
66,82,52
67,82,53
68,82,51
69,82,52
70,82,52
71,82,49
72,82,48
73,82,42
74,82,43
75,82,43
76,82,35
77,82,35
78,82,33
79,82,31
80,82,31
81,82,27
82,82,29
83,82,27
84,82,24
85,82,24
86,82,25
87,82,24
88,82,24
89,82,24
90,82,22
91,82,21
92,82,22
93,82,21
94,82,22
95,82,23
96,82,20
97,82,20
98,82,19
99,82,19
100,82,19
101,82,19
102,82,19
103,82,18
104,82,18
105,82,18
106,82,17
107,82,16
109,82,16
110,82,16
111,82,16
113,82,17
54,83,17
55,83,19
56,83,19
57,83,21
58,83,25
59,83,29
60,83,35
61,83,41
62,83,46
63,83,51
64,83,59
65,83,65
66,83,69
67,83,71
68,83,70
69,83,65
70,83,61
71,83,63
72,83,59
73,83,58
74,83,54
75,83,50
76,83,45
77,83,40
78,83,39
79,83,37
80,83,33
81,83,32
82,83,31
83,83,30
84,83,28
85,83,27
86,83,26
87,83,24
88,83,23
89,83,24
90,83,24
91,83,24
92,83,23
93,83,21
94,83,24
95,83,22
96,83,22
97,83,19
98,83,20
99,83,20
100,83,18
101,83,20
102,83,20
103,83,17
104,83,18
105,83,17
106,83,19
107,83,18
108,83,17
109,83,16
110,83,17
111,83,16
112,83,17
113,83,16
114,83,16
117,83,16
51,84,16
52,84,16
53,84,17
54,84,19
55,84,18
56,84,21
57,84,25
58,84,26
59,84,34
60,84,43
61,84,49
62,84,58
63,84,66
64,84,76
65,84,84
66,84,92
67,84,98
68,84,97
69,84,86
70,84,84
71,84,79
72,84,75
73,84,74
74,84,70
75,84,66
